月,日,星期,,,,,,,,行号,方案号
8,27,3,7,2,2,3,5,5,1,4行,方案954
8,27,3,7,2,3,3,5,,1,5行,方案954
8,27,3,2,2,3,,5,5,8,6行,方案954
8,27,3,,,,,8,8,8,7行,方案954
8,27,3,4,4,4,4,8,8,,0行,方案955
8,27,3,4,,3,3,3,8,,1行,方案955
8,27,3,7,3,3,9,9,8,6,2行,方案955
8,27,3,7,2,9,9,6,6,6,3行,方案955
8,27,3,7,2,2,2,5,5,6,4行,方案955
8,27,3,7,0,0,2,5,,1,5行,方案955
8,27,3,0,0,0,,5,5,1,6行,方案955
8,27,3,,,,,1,1,1,7行,方案955
8,27,3,4,4,4,4,9,9,,0行,方案956
8,27,3,4,,0,9,9,8,,1行,方案956
8,27,3,7,0,0,8,8,8,6,2行,方案956
8,27,3,7,0,0,3,6,6,6,3行,方案956
8,27,3,7,2,2,3,5,5,6,4行,方案956
8,27,3,7,2,3,3,5,,1,5行,方案956
8,27,3,2,2,3,,5,5,1,6行,方案956
8,27,3,,,,,1,1,1,7行,方案956
8,27,3,4,4,4,4,9,9,,0行,方案957
8,27,3,4,,0,9,9,2,,1行,方案957
8,27,3,7,0,0,2,2,2,6,2行,方案957
8,27,3,7,0,0,2,6,6,6,3行,方案957
8,27,3,7,8,8,8,5,5,6,4行,方案957
8,27,3,7,8,3,3,5,,1,5行,方案957
8,27,3,3,3,3,,5,5,1,6行,方案957
8,27,3,,,,,1,1,1,7行,方案957
8,27,3,4,4,7,7,7,7,,0行,方案958
8,27,3,4,,8,8,8,2,,1行,方案958
8,27,3,4,3,8,2,2,2,6,2行,方案958
8,27,3,4,3,9,2,6,6,6,3行,方案958
8,27,3,3,3,9,9,5,5,6,4行,方案958
8,27,3,3,0,0,9,5,,1,5行,方案958
8,27,3,0,0,0,,5,5,1,6行,方案958
8,27,3,,,,,1,1,1,7行,方案958
8,27,3,4,4,7,7,7,7,,0行,方案959
8,27,3,4,,3,3,3,2,,1行,方案959
8,27,3,4,3,3,2,2,2,6,2行,方案959
8,27,3,4,9,9,2,6,6,6,3行,方案959
8,27,3,8,8,9,9,5,5,6,4行,方案959
8,27,3,8,0,0,0,5,,1,5行,方案959
8,27,3,8,0,0,,5,5,1,6行,方案959
8,27,3,,,,,1,1,1,7行,方案959
8,27,3,4,4,7,7,7,7,,0行,方案960
8,27,3,4,,3,3,3,2,,1行,方案960
8,27,3,4,3,3,2,2,2,6,2行,方案960
8,27,3,4,0,0,2,6,6,6,3行,方案960
8,27,3,8,0,0,9,5,5,6,4行,方案960
8,27,3,8,0,9,9,5,,1,5行,方案960
8,27,3,8,8,9,,5,5,1,6行,方案960
8,27,3,,,,,1,1,1,7行,方案960
8,27,3,4,4,7,7,7,7,,0行,方案961
8,27,3,4,,3,3,3,2,,1行,方案961
8,27,3,4,3,3,2,2,2,6,2行,方案961
8,27,3,4,0,9,2,6,6,6,3行,方案961
8,27,3,0,0,9,9,5,5,6,4行,方案961
8,27,3,0,0,8,9,5,,1,5行,方案961
8,27,3,8,8,8,,5,5,1,6行,方案961
8,27,3,,,,,1,1,1,7行,方案961
8,27,3,8,8,7,7,7,7,,0行,方案962
8,27,3,8,,3,3,3,2,,1行,方案962
8,27,3,8,3,3,2,2,2,6,2行,方案962
8,27,3,4,4,9,2,6,6,6,3行,方案962
8,27,3,4,0,9,9,5,5,6,4行,方案962
8,27,3,4,0,0,9,5,,1,5行,方案962
8,27,3,4,0,0,,5,5,1,6行,方案962
8,27,3,,,,,1,1,1,7行,方案962
8,27,3,8,8,7,7,7,7,,0行,方案963
8,27,3,8,,3,3,3,2,,1行,方案963
8,27,3,8,3,3,2,2,2,6,2行,方案963
8,27,3,4,0,0,2,6,6,6,3行,方案963
8,27,3,4,0,0,9,5,5,6,4行,方案963
8,27,3,4,0,9,9,5,,1,5行,方案963
8,27,3,4,4,9,,5,5,1,6行,方案963
8,27,3,,,,,1,1,1,7行,方案963
8,27,3,7,3,3,3,8,8,,0行,方案964
8,27,3,7,,9,3,3,8,,1行,方案964
8,27,3,7,9,9,4,4,8,6,2行,方案964
8,27,3,7,9,2,4,6,6,6,3行,方案964
8,27,3,2,2,2,4,5,5,6,4行,方案964
8,27,3,2,0,0,4,5,,1,5行,方案964
8,27,3,0,0,0,,5,5,1,6行,方案964
8,27,3,,,,,1,1,1,7行,方案964
8,27,3,7,3,3,3,2,2,,0行,方案965
8,27,3,7,,9,3,3,2,,1行,方案965
8,27,3,7,9,9,4,4,2,2,2行,方案965
8,27,3,7,9,6,4,8,8,8,3行,方案965
8,27,3,6,6,6,4,5,5,8,4行,方案965
8,27,3,0,0,6,4,5,,1,5行,方案965
8,27,3,0,0,0,,5,5,1,6行,方案965
8,27,3,,,,,1,1,1,7行,方案965
8,27,3,4,4,4,4,2,2,,0行,方案966
8,27,3,7,,5,4,5,2,,1行,方案966
8,27,3,7,3,5,5,5,2,2,2行,方案966
8,27,3,7,3,6,6,6,9,9,3行,方案966
8,27,3,7,3,3,6,9,9,8,4行,方案966
8,27,3,0,0,3,6,1,,8,5行,方案966
8,27,3,0,0,0,,1,8,8,6行,方案966
8,27,3,,,,,1,1,1,7行,方案966
8,27,3,5,5,5,3,4,4,,0行,方案967
8,27,3,5,,5,3,3,4,,1行,方案967
8,27,3,6,6,6,9,3,4,8,2行,方案967
8,27,3,7,6,9,9,3,4,8,3行,方案967
8,27,3,7,6,9,2,2,8,8,4行,方案967
8,27,3,7,0,0,0,2,,1,5行,方案967
8,27,3,7,0,0,,2,2,1,6行,方案967
8,27,3,,,,,1,1,1,7行,方案967
8,27,3,5,5,6,8,8,8,,0行,方案968
8,27,3,5,,6,6,6,8,,1行,方案968
8,27,3,5,5,6,4,4,4,4,2行,方案968
8,27,3,7,7,7,7,9,9,4,3行,方案968
8,27,3,3,3,3,2,2,9,9,4行,方案968
8,27,3,0,0,3,3,2,,1,5行,方案968
8,27,3,0,0,0,,2,2,1,6行,方案968
8,27,3,,,,,1,1,1,7行,方案968
8,27,3,5,5,6,8,8,8,,0行,方案969
8,27,3,5,,6,6,6,8,,1行,方案969
8,27,3,5,5,6,4,4,4,4,2行,方案969
8,27,3,7,0,0,3,3,3,4,3行,方案969
8,27,3,7,0,0,2,2,3,3,4行,方案969
8,27,3,7,0,9,9,2,,1,5行,方案969
8,27,3,7,9,9,,2,2,1,6行,方案969
8,27,3,,,,,1,1,1,7行,方案969
8,27,3,5,5,6,8,8,8,,0行,方案970
8,27,3,5,,6,6,6,8,,1行,方案970
8,27,3,5,5,6,4,4,4,4,2行,方案970
8,27,3,7,7,7,7,9,9,4,3行,方案970
8,27,3,0,0,0,2,2,9,9,4行,方案970
8,27,3,0,0,3,3,2,,1,5行,方案970
8,27,3,3,3,3,,2,2,1,6行,方案970
8,27,3,,,,,1,1,1,7行,方案970
8,27,3,5,5,6,8,8,8,,0行,方案971
8,27,3,5,,6,6,6,8,,1行,方案971
8,27,3,5,5,6,7,7,7,7,2行,方案971
8,27,3,4,4,4,4,0,0,0,3行,方案971
8,27,3,4,9,9,2,2,0,0,4行,方案971
8,27,3,9,9,3,3,2,,1,5行,方案971
8,27,3,3,3,3,,2,2,1,6行,方案971
8,27,3,,,,,1,1,1,7行,方案971
8,27,3,4,4,4,4,6,8,,0行,方案972
8,27,3,4,,6,6,6,8,,1行,方案972
8,27,3,7,7,7,7,6,8,8,2行,方案972
8,27,3,5,5,9,9,0,0,0,3行,方案972
8,27,3,5,9,9,2,2,0,0,4行,方案972
8,27,3,5,5,3,3,2,,1,5行,方案972
8,27,3,3,3,3,,2,2,1,6行,方案972
8,27,3,,,,,1,1,1,7行,方案972
8,27,3,8,8,8,3,3,3,,0行,方案973
8,27,3,8,,3,3,9,9,,1行,方案973
8,27,3,7,4,4,4,4,9,9,2行,方案973
8,27,3,7,4,5,5,0,0,0,3行,方案973
8,27,3,7,6,5,2,2,0,0,4行,方案973
8,27,3,7,6,5,5,2,,1,5行,方案973
8,27,3,6,6,6,,2,2,1,6行,方案973
8,27,3,,,,,1,1,1,7行,方案973
8,27,3,5,5,5,9,2,2,,0行,方案974
8,27,3,5,,5,9,9,2,,1行,方案974
8,27,3,7,6,6,6,9,2,2,2行,方案974
8,27,3,7,4,6,3,0,0,0,3行,方案974
8,27,3,7,4,6,3,8,0,0,4行,方案974
8,27,3,7,4,3,3,8,,1,5行,方案974
8,27,3,4,4,3,,8,8,1,6行,方案974
8,27,3,,,,,1,1,1,7行,方案974
8,27,3,3,6,6,6,0,0,,0行,方案975
8,27,3,3,,6,0,0,0,,1行,方案975
8,27,3,3,3,6,4,4,4,4,2行,方案975
8,27,3,7,3,5,5,9,9,4,3行,方案975
8,27,3,7,8,5,2,2,9,9,4行,方案975
8,27,3,7,8,5,5,2,,1,5行,方案975
8,27,3,7,8,8,,2,2,1,6行,方案975
8,27,3,,,,,1,1,1,7行,方案975
8,27,3,8,6,6,6,9,3,,0行,方案976
8,27,3,8,,6,9,9,3,,1行,方案976
8,27,3,8,8,6,9,3,3,0,2行,方案976
8,27,3,7,4,5,5,3,0,0,3行,方案976
8,27,3,7,4,5,2,2,0,0,4行,方案976
8,27,3,7,4,5,5,2,,1,5行,方案976
8,27,3,7,4,4,,2,2,1,6行,方案976
8,27,3,,,,,1,1,1,7行,方案976
8,27,3,7,7,7,7,6,8,,0行,方案977
8,27,3,4,,6,6,6,8,,1行,方案977
8,27,3,4,4,4,4,6,8,8,2行,方案977
8,27,3,5,5,9,9,0,0,0,3行,方案977
8,27,3,5,9,9,2,2,0,0,4行,方案977
8,27,3,5,5,3,3,2,,1,5行,方案977
8,27,3,3,3,3,,2,2,1,6行,方案977
8,27,3,,,,,1,1,1,7行,方案977
8,27,3,4,4,4,4,3,3,,0行,方案978
8,27,3,4,,3,3,3,9,,1行,方案978
8,27,3,7,5,5,5,9,9,0,2行,方案978
8,27,3,7,5,8,5,9,0,0,3行,方案978
8,27,3,7,6,8,2,2,0,0,4行,方案978
8,27,3,7,6,8,8,2,,1,5行,方案978
8,27,3,6,6,6,,2,2,1,6行,方案978
8,27,3,,,,,1,1,1,7行,方案978
8,27,3,4,4,4,4,3,3,,0行,方案979
8,27,3,4,,3,3,3,9,,1行,方案979
8,27,3,7,7,7,7,9,9,0,2行,方案979
8,27,3,8,8,5,5,9,0,0,3行,方案979
8,27,3,8,6,5,2,2,0,0,4行,方案979
8,27,3,8,6,5,5,2,,1,5行,方案979
8,27,3,6,6,6,,2,2,1,6行,方案979
8,27,3,,,,,1,1,1,7行,方案979
8,27,3,4,4,4,4,2,2,,0行,方案980
8,27,3,4,,3,3,2,0,,1行,方案980
8,27,3,3,3,3,2,2,0,0,2行,方案980
8,27,3,7,6,6,6,9,0,0,3行,方案980
8,27,3,7,8,6,9,9,5,5,4行,方案980
8,27,3,7,8,6,9,1,,5,5行,方案980
8,27,3,7,8,8,,1,5,5,6行,方案980
8,27,3,,,,,1,1,1,7行,方案980
8,27,3,4,4,4,4,2,2,,0行,方案981
8,27,3,4,,5,5,5,2,,1行,方案981
8,27,3,7,3,5,8,5,2,2,2行,方案981
8,27,3,7,3,3,8,0,0,0,3行,方案981
8,27,3,7,6,3,8,8,0,0,4行,方案981
8,27,3,7,6,3,9,9,,1,5行,方案981
8,27,3,6,6,6,,9,9,1,6行,方案981
8,27,3,,,,,1,1,1,7行,方案981
8,27,3,8,8,8,3,3,3,,0行,方案982
8,27,3,8,,3,3,9,9,,1行,方案982
8,27,3,7,0,0,4,2,9,9,2行,方案982
8,27,3,7,0,0,4,2,2,2,3行,方案982
8,27,3,7,6,0,4,5,5,2,4行,方案982
8,27,3,7,6,4,4,5,,1,5行,方案982
8,27,3,6,6,6,,5,5,1,6行,方案982
8,27,3,,,,,1,1,1,7行,方案982
8,27,3,8,8,6,5,5,5,,0行,方案983
8,27,3,8,,6,5,2,5,,1行,方案983
8,27,3,8,6,6,6,2,2,2,2行,方案983
8,27,3,7,4,4,3,0,0,2,3行,方案983
8,27,3,7,4,3,3,0,0,0,4行,方案983
8,27,3,7,4,3,9,9,,1,5行,方案983
8,27,3,7,4,3,,9,9,1,6行,方案983
8,27,3,,,,,1,1,1,7行,方案983
8,27,3,4,4,4,4,5,5,,0行,方案984
8,27,3,4,,3,3,3,5,,1行,方案984
8,27,3,7,3,3,8,5,5,0,2行,方案984
8,27,3,7,8,8,8,2,0,0,3行,方案984
8,27,3,7,6,2,2,2,0,0,4行,方案984
8,27,3,7,6,2,9,9,,1,5行,方案984
8,27,3,6,6,6,,9,9,1,6行,方案984
8,27,3,,,,,1,1,1,7行,方案984
8,27,3,4,4,3,8,8,8,,0行,方案985
8,27,3,4,,3,8,9,9,,1行,方案985
8,27,3,4,3,3,7,6,9,9,2行,方案985
8,27,3,4,3,2,7,6,6,6,3行,方案985
8,27,3,2,2,2,7,6,5,5,4行,方案985
8,27,3,2,0,0,7,1,,5,5行,方案985
8,27,3,0,0,0,,1,5,5,6行,方案985
8,27,3,,,,,1,1,1,7行,方案985
8,27,3,3,4,4,5,5,5,,0行,方案986
8,27,3,3,,4,5,2,5,,1行,方案986
8,27,3,3,3,4,8,2,2,2,2行,方案986
8,27,3,6,3,4,8,8,8,2,3行,方案986
8,27,3,6,6,6,7,7,7,7,4行,方案986
8,27,3,6,0,0,9,9,,1,5行,方案986
8,27,3,0,0,0,,9,9,1,6行,方案986
8,27,3,,,,,1,1,1,7行,方案986
8,27,3,3,4,4,8,8,8,,0行,方案987
8,27,3,3,,4,8,9,9,,1行,方案987
8,27,3,3,3,4,7,6,9,9,2行,方案987
8,27,3,2,3,4,7,6,6,6,3行,方案987
8,27,3,2,2,2,7,6,5,5,4行,方案987
8,27,3,0,0,2,7,1,,5,5行,方案987
8,27,3,0,0,0,,1,5,5,6行,方案987
8,27,3,,,,,1,1,1,7行,方案987
8,27,3,8,8,4,4,4,4,,0行,方案988
8,27,3,8,,4,3,3,3,,1行,方案988
8,27,3,8,0,0,0,6,3,3,2行,方案988
8,27,3,7,0,0,2,6,6,6,3行,方案988
8,27,3,7,2,2,2,6,5,5,4行,方案988
8,27,3,7,2,9,9,1,,5,5行,方案988
8,27,3,7,9,9,,1,5,5,6行,方案988
8,27,3,,,,,1,1,1,7行,方案988
8,27,3,8,8,4,4,4,4,,0行,方案989
8,27,3,8,,4,3,3,3,,1行,方案989
8,27,3,8,9,9,7,6,3,3,2行,方案989
8,27,3,9,9,2,7,6,6,6,3行,方案989
8,27,3,2,2,2,7,6,5,5,4行,方案989
8,27,3,2,0,0,7,1,,5,5行,方案989
8,27,3,0,0,0,,1,5,5,6行,方案989
8,27,3,,,,,1,1,1,7行,方案989
8,27,3,4,4,7,7,7,7,,0行,方案990
8,27,3,4,,8,8,9,9,,1行,方案990
8,27,3,4,2,2,8,6,9,9,2行,方案990
8,27,3,4,0,2,8,6,6,6,3行,方案990
8,27,3,0,0,2,2,6,5,5,4行,方案990
8,27,3,0,0,3,3,1,,5,5行,方案990
8,27,3,3,3,3,,1,5,5,6行,方案990
8,27,3,,,,,1,1,1,7行,方案990
8,27,3,4,4,7,7,7,7,,0行,方案991
8,27,3,4,,8,8,9,9,,1行,方案991
8,27,3,4,2,2,8,6,9,9,2行,方案991
8,27,3,4,3,2,8,6,6,6,3行,方案991
8,27,3,3,3,2,2,6,5,5,4行,方案991
8,27,3,3,0,0,0,1,,5,5行,方案991
8,27,3,3,0,0,,1,5,5,6行,方案991
8,27,3,,,,,1,1,1,7行,方案991
8,27,3,7,7,7,7,2,6,,0行,方案992
8,27,3,9,,2,2,2,6,,1行,方案992
8,27,3,9,9,2,4,6,6,6,2行,方案992
8,27,3,5,9,5,4,4,4,4,3行,方案992
8,27,3,5,5,5,3,3,3,8,4行,方案992
8,27,3,0,0,3,3,1,,8,5行,方案992
8,27,3,0,0,0,,1,8,8,6行,方案992
8,27,3,,,,,1,1,1,7行,方案992
8,27,3,4,4,4,4,2,6,,0行,方案993
8,27,3,4,,2,2,2,6,,1行,方案993
8,27,3,3,9,2,7,6,6,6,2行,方案993
8,27,3,3,9,9,7,0,0,0,3行,方案993
8,27,3,3,3,9,7,8,0,0,4行,方案993
8,27,3,5,3,5,7,8,,1,5行,方案993
8,27,3,5,5,5,,8,8,1,6行,方案993
8,27,3,,,,,1,1,1,7行,方案993
8,27,3,8,8,8,0,0,0,,0行,方案994
8,27,3,7,,8,0,0,4,,1行,方案994
8,27,3,7,2,4,4,4,4,6,2行,方案994
8,27,3,7,2,2,2,6,6,6,3行,方案994
8,27,3,7,9,9,2,5,5,6,4行,方案994
8,27,3,9,9,3,3,5,,1,5行,方案994
8,27,3,3,3,3,,5,5,1,6行,方案994
8,27,3,,,,,1,1,1,7行,方案994
8,27,3,7,7,7,7,5,5,,0行,方案995
8,27,3,2,,6,6,6,5,,1行,方案995
8,27,3,2,2,2,6,5,5,8,2行,方案995
8,27,3,4,4,2,6,3,3,8,3行,方案995
8,27,3,4,0,3,3,3,8,8,4行,方案995
8,27,3,4,0,0,9,9,,1,5行,方案995
8,27,3,4,0,0,,9,9,1,6行,方案995
8,27,3,,,,,1,1,1,7行,方案995
8,27,3,7,7,7,7,2,2,,0行,方案996
8,27,3,4,,5,5,5,2,,1行,方案996
8,27,3,4,3,5,6,5,2,2,2行,方案996
8,27,3,4,3,3,6,6,6,8,3行,方案996
8,27,3,4,4,3,6,8,8,8,4行,方案996
8,27,3,0,0,3,9,9,,1,5行,方案996
8,27,3,0,0,0,,9,9,1,6行,方案996
8,27,3,,,,,1,1,1,7行,方案996
8,27,3,5,5,9,9,2,2,,0行,方案997
8,27,3,5,,7,9,9,2,,1行,方案997
8,27,3,5,5,7,3,3,2,2,2行,方案997
8,27,3,4,4,7,6,3,3,3,3行,方案997
8,27,3,4,0,7,6,6,6,8,4行,方案997
8,27,3,4,0,0,6,1,,8,5行,方案997
8,27,3,4,0,0,,1,8,8,6行,方案997
8,27,3,,,,,1,1,1,7行,方案997
8,27,3,5,5,5,0,0,0,,0行,方案998
8,27,3,5,,5,0,0,2,,1行,方案998
8,27,3,4,4,3,2,2,2,6,2行,方案998
8,27,3,4,3,3,2,6,6,6,3行,方案998
8,27,3,4,3,7,7,7,7,6,4行,方案998
8,27,3,4,3,8,9,9,,1,5行,方案998
8,27,3,8,8,8,,9,9,1,6行,方案998
8,27,3,,,,,1,1,1,7行,方案998
8,27,3,5,5,5,0,0,0,,0行,方案999
8,27,3,5,,5,0,0,2,,1行,方案999
8,27,3,8,8,8,2,2,2,6,2行,方案999
8,27,3,4,3,8,2,6,6,6,3行,方案999
8,27,3,4,3,7,7,7,7,6,4行,方案999
8,27,3,4,3,3,9,9,,1,5行,方案999
8,27,3,4,4,3,,9,9,1,6行,方案999
8,27,3,,,,,1,1,1,7行,方案999
8,27,3,7,5,5,0,0,0,,0行,方案1000
8,27,3,7,,5,0,0,2,,1行,方案1000
8,27,3,7,5,5,2,2,2,6,2行,方案1000
8,27,3,7,3,4,2,6,6,6,3行,方案1000
8,27,3,8,3,4,4,4,4,6,4行,方案1000
8,27,3,8,3,3,9,9,,1,5行,方案1000
8,27,3,8,8,3,,9,9,1,6行,方案1000
8,27,3,,,,,1,1,1,7行,方案1000
8,27,3,8,8,7,7,7,7,,0行,方案1001
8,27,3,8,,3,3,3,2,,1行,方案1001
8,27,3,8,3,3,2,2,2,6,2行,方案1001
8,27,3,0,0,4,2,6,6,6,3行,方案1001
8,27,3,0,0,4,4,4,4,6,4行,方案1001
8,27,3,5,0,5,9,9,,1,5行,方案1001
8,27,3,5,5,5,,9,9,1,6行,方案1001
8,27,3,,,,,1,1,1,7行,方案1001
8,27,3,5,5,7,7,7,7,,0行,方案1002
8,27,3,5,,0,3,3,3,,1行,方案1002
8,27,3,5,5,0,0,2,3,3,2行,方案1002
8,27,3,8,8,0,0,2,2,2,3行,方案1002
8,27,3,8,6,4,4,4,4,2,4行,方案1002
8,27,3,8,6,4,9,9,,1,5行,方案1002
8,27,3,6,6,6,,9,9,1,6行,方案1002
8,27,3,,,,,1,1,1,7行,方案1002
8,27,3,4,4,4,4,3,8,,0行,方案1003
8,27,3,4,,6,3,3,8,,1行,方案1003
8,27,3,6,6,6,3,2,8,8,2行,方案1003
8,27,3,0,0,6,3,2,2,2,3行,方案1003
8,27,3,0,0,7,7,7,7,2,4行,方案1003
8,27,3,5,0,5,9,9,,1,5行,方案1003
8,27,3,5,5,5,,9,9,1,6行,方案1003
8,27,3,,,,,1,1,1,7行,方案1003
8,27,3,5,5,6,8,8,8,,0行,方案1004
8,27,3,5,,6,6,6,8,,1行,方案1004
8,27,3,5,5,6,2,2,0,0,2行,方案1004
8,27,3,7,4,4,3,2,0,0,3行,方案1004
8,27,3,7,4,3,3,2,2,0,4行,方案1004
8,27,3,7,4,3,9,9,,1,5行,方案1004
8,27,3,7,4,3,,9,9,1,6行,方案1004
8,27,3,,,,,1,1,1,7行,方案1004
8,27,3,7,7,7,7,3,3,,0行,方案1005
8,27,3,8,,3,3,3,2,,1行,方案1005
8,27,3,8,8,8,2,2,2,6,2行,方案1005
8,27,3,0,0,4,2,6,6,6,3行,方案1005
8,27,3,0,0,4,4,4,4,6,4行,方案1005
8,27,3,5,0,5,9,9,,1,5行,方案1005
8,27,3,5,5,5,,9,9,1,6行,方案1005
8,27,3,,,,,1,1,1,7行,方案1005
8,27,3,4,4,4,4,3,3,,0行,方案1006
8,27,3,4,,3,3,3,2,,1行,方案1006
8,27,3,8,8,8,2,2,2,6,2行,方案1006
8,27,3,0,0,8,2,6,6,6,3行,方案1006
8,27,3,0,0,7,7,7,7,6,4行,方案1006
8,27,3,5,0,5,9,9,,1,5行,方案1006
8,27,3,5,5,5,,9,9,1,6行,方案1006
8,27,3,,,,,1,1,1,7行,方案1006
8,27,3,5,5,2,2,0,0,,0行,方案1007
8,27,3,5,,8,2,0,0,,1行,方案1007
8,27,3,5,5,8,2,2,0,6,2行,方案1007
8,27,3,4,3,8,8,6,6,6,3行,方案1007
8,27,3,4,3,7,7,7,7,6,4行,方案1007
8,27,3,4,3,3,9,9,,1,5行,方案1007
8,27,3,4,4,3,,9,9,1,6行,方案1007
8,27,3,,,,,1,1,1,7行,方案1007
8,27,3,5,5,2,2,0,0,,0行,方案1008
8,27,3,5,,7,2,0,0,,1行,方案1008
8,27,3,5,5,7,2,2,0,6,2行,方案1008
8,27,3,4,3,7,8,6,6,6,3行,方案1008
8,27,3,4,3,7,8,8,8,6,4行,方案1008
8,27,3,4,3,3,9,9,,1,5行,方案1008
8,27,3,4,4,3,,9,9,1,6行,方案1008
8,27,3,,,,,1,1,1,7行,方案1008
8,27,3,7,7,7,7,0,0,,0行,方案1009
8,27,3,2,,9,9,0,0,,1行,方案1009
8,27,3,2,2,2,9,9,0,6,2行,方案1009
8,27,3,4,4,2,8,6,6,6,3行,方案1009
8,27,3,4,5,5,8,8,8,6,4行,方案1009
8,27,3,4,5,3,3,3,,1,5行,方案1009
8,27,3,4,5,5,,3,3,1,6行,方案1009
8,27,3,,,,,1,1,1,7行,方案1009
8,27,3,4,4,4,4,9,9,,0行,方案1010
8,27,3,4,,8,9,9,2,,1行,方案1010
8,27,3,5,5,8,2,2,2,6,2行,方案1010
8,27,3,5,8,8,2,6,6,6,3行,方案1010
8,27,3,5,5,7,7,7,7,6,4行,方案1010
8,27,3,0,0,3,3,3,,1,5行,方案1010
8,27,3,0,0,0,,3,3,1,6行,方案1010
8,27,3,,,,,1,1,1,7行,方案1010
8,27,3,5,5,4,4,9,9,,0行,方案1011
8,27,3,5,,4,9,9,2,,1行,方案1011
8,27,3,5,5,4,2,2,2,6,2行,方案1011
8,27,3,0,0,4,2,6,6,6,3行,方案1011
8,27,3,0,0,7,7,7,7,6,4行,方案1011
8,27,3,8,0,3,3,3,,1,5行,方案1011
8,27,3,8,8,8,,3,3,1,6行,方案1011
8,27,3,,,,,1,1,1,7行,方案1011
8,27,3,5,5,4,0,0,0,,0行,方案1012
8,27,3,5,,4,0,0,2,,1行,方案1012
8,27,3,5,5,4,2,2,2,6,2行,方案1012
8,27,3,9,4,4,2,6,6,6,3行,方案1012
8,27,3,9,9,7,7,7,7,6,4行,方案1012
8,27,3,8,9,3,3,3,,1,5行,方案1012
8,27,3,8,8,8,,3,3,1,6行,方案1012
8,27,3,,,,,1,1,1,7行,方案1012
8,27,3,7,7,7,7,9,9,,0行,方案1013
8,27,3,5,,5,9,9,2,,1行,方案1013
8,27,3,5,5,5,2,2,2,6,2行,方案1013
8,27,3,0,0,4,2,6,6,6,3行,方案1013
8,27,3,0,0,4,4,4,4,6,4行,方案1013
8,27,3,8,0,3,3,3,,1,5行,方案1013
8,27,3,8,8,8,,3,3,1,6行,方案1013
8,27,3,,,,,1,1,1,7行,方案1013
8,27,3,8,7,7,7,7,0,,0行,方案1014
8,27,3,8,,4,4,0,0,,1行,方案1014
8,27,3,8,8,2,4,0,0,6,2行,方案1014
8,27,3,2,2,2,4,6,6,6,3行,方案1014
8,27,3,2,9,9,4,5,5,6,4行,方案1014
8,27,3,9,9,3,3,5,,1,5行,方案1014
8,27,3,3,3,3,,5,5,1,6行,方案1014
8,27,3,,,,,1,1,1,7行,方案1014
8,27,3,7,7,7,7,2,6,,0行,方案1015
8,27,3,4,,2,2,2,6,,1行,方案1015
8,27,3,4,5,2,5,6,6,6,2行,方案1015
8,27,3,4,5,5,5,0,0,0,3行,方案1015
8,27,3,4,4,3,3,3,0,0,4行,方案1015
8,27,3,8,3,3,9,9,,1,5行,方案1015
8,27,3,8,8,8,,9,9,1,6行,方案1015
8,27,3,,,,,1,1,1,7行,方案1015
8,27,3,5,5,4,4,0,0,,0行,方案1016
8,27,3,5,,4,0,0,0,,1行,方案1016
8,27,3,5,5,4,7,7,7,7,2行,方案1016
8,27,3,2,2,4,3,3,3,6,3行,方案1016
8,27,3,1,2,3,3,6,6,6,4行,方案1016
8,27,3,1,2,2,9,9,,6,5行,方案1016
8,27,3,1,1,1,,9,9,8,6行,方案1016
8,27,3,,,,,8,8,8,7行,方案1016
8,27,3,5,5,4,4,4,4,,0行,方案1017
8,27,3,5,,4,1,1,1,,1行,方案1017
8,27,3,5,5,3,1,0,0,0,2行,方案1017
8,27,3,7,3,3,1,0,0,6,3行,方案1017
8,27,3,7,3,2,2,6,6,6,4行,方案1017
8,27,3,7,3,2,9,9,,6,5行,方案1017
8,27,3,7,2,2,,9,9,8,6行,方案1017
8,27,3,,,,,8,8,8,7行,方案1017
8,27,3,5,5,4,4,4,4,,0行,方案1018
8,27,3,5,,4,1,0,0,,1行,方案1018
8,27,3,5,5,3,1,0,0,0,2行,方案1018
8,27,3,7,3,3,1,1,1,6,3行,方案1018
8,27,3,7,3,2,2,6,6,6,4行,方案1018
8,27,3,7,3,2,9,9,,6,5行,方案1018
8,27,3,7,2,2,,9,9,8,6行,方案1018
8,27,3,,,,,8,8,8,7行,方案1018
8,27,3,5,5,8,8,8,6,,0行,方案1019
8,27,3,5,,8,6,6,6,,1行,方案1019
8,27,3,5,5,3,3,3,6,0,2行,方案1019
8,27,3,7,3,3,2,4,0,0,3行,方案1019
8,27,3,7,2,2,2,4,0,0,4行,方案1019
8,27,3,7,2,9,9,4,,1,5行,方案1019
8,27,3,7,9,9,,4,4,1,6行,方案1019
8,27,3,,,,,1,1,1,7行,方案1019
8,27,3,1,1,1,9,9,3,,0行,方案1020
8,27,3,1,,9,9,3,3,,1行,方案1020
8,27,3,1,0,0,0,3,2,2,2行,方案1020
8,27,3,7,0,0,6,3,2,4,3行,方案1020
8,27,3,7,5,5,6,2,2,4,4行,方案1020
8,27,3,7,5,6,6,6,,4,5行,方案1020
8,27,3,7,5,5,,8,4,4,6行,方案1020
8,27,3,,,,,8,8,8,7行,方案1020
8,27,3,5,5,1,1,1,2,,0行,方案1021
